StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2,Q3,Q36,Q4,Q4_5_TEXT,Q5,Q6,Q7,Q8,Q9,Q9_3_TEXT,Q10,Q10_5_TEXT,Q11,Q12,Q13,Q14,Q15,Q15_5_TEXT,Q16,Q32_1,Q32_2,Q32_3,Q32_4,Q32_5,Q32_6,Q32_7,Q32_8,Q32_9,Q32_10,Q32_10_TEXT,Q33,Q17,Q18_1,Q18_2,Q18_3,Q18_4,Q18_6,Q18_5,Q18_5_TEXT,Q20,Q21,Q22,Q23,Q24,Q25,Q26
2021-09-15 17:21:21,2021-09-15 17:25:47,IP Address,67.55.190.246,100,266,True,2021-09-15 17:25:47,R_3MLGKcfHrpELS8u,,,,,41.311798095703125,-95.3834991455078125,anonymous,EN,Yes,More than 10 years,Oakland,,,,Not interested in a different home,"$250,000-$325,000",No,Own,,Single family home,,"$1,500-1,999",Excellent,Yes,Yes,Not enough quality housing,,Single family home,Very important,Very important,Important,Important,Slightly important,Important,Very important,Slightly important,Very important,,,"Restaurants, Swimming Pool, Golf Course, Gas Station, Grocery Store",No,5,2,1,3,4,6,,Incentives,Female,26 - 40,2,2,White or Caucasian,"$100,000-$149,999"
2021-09-15 17:50:28,2021-09-15 17:56:03,IP Address,174.248.225.238,100,335,True,2021-09-15 17:56:04,R_2eb5v1oY2N6gqAp,,,,,41.6381072998046875,-93.62030029296875,anonymous,EN,Yes,More than 10 years,Carson,,,,Would be interested in a new construction single-family home,"$100,000-$175,000",No,Own,,Single family home,,"$900-$1,199",Fair,Yes,Yes,Not enough quality housing,,"Townhome,Single family home",Important,Important,Important,Very important,Important,Important,Extremely important,Very important,Extremely important,,,"Parks, restaurants, pool, gas, grocery",No,1,2,3,4,5,6,,,Female,18 - 25,2,2,White or Caucasian,"$80,000-$99,999"
2021-09-15 17:51:39,2021-09-15 17:56:21,IP Address,38.121.121.22,100,281,True,2021-09-15 17:56:21,R_3JIeyUQ5MfVTlsv,,,,,41.64349365234375,-95.78569793701171875,anonymous,EN,Yes,More than 10 years,Oakland,,,,Not interested in a different home,"$175,000-$250,000",Yes,Own,,Single family home,,"$1,200-$1,499",Excellent,Yes,Yes,Not enough affordable housing,,Single family home,Slightly important,Not at all important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Slightly important,Extremely important,,,,No,1,2,3,4,6,5,,,Female,41-55,2,0,White or Caucasian,"$60,000-$79,999"
2021-09-15 18:04:53,2021-09-15 18:09:42,IP Address,173.215.87.236,100,288,True,2021-09-15 18:09:42,R_XvuChmHBvNRY6UV,,,,,41.311798095703125,-95.3834991455078125,anonymous,EN,Yes,More than 10 years,Oakland,,,,Not interested in a different home,"$175,000-$250,000",No,Own,,Single family home,,$700-$899,Fair,Yes,Yes,Employment opportunities,,Single family home,Slightly important,Not at all important,Important,Slightly important,Very important,Very important,Very important,Not at all important,Very important,,,Gas station- grocery store,Yes,1,4,3,5,2,6,,,Female,26 - 40,2,2,White or Caucasian,"$100,000-$149,999"
2021-09-15 17:58:52,2021-09-15 18:10:25,IP Address,38.121.112.24,100,693,True,2021-09-15 18:10:26,R_3nr9omeFuBZx7XJ,,,,,41.237701416015625,-95.42569732666015625,anonymous,EN,Yes,More than 10 years,Carson,,,,Would be interested in senior housing,"Less than $100,000",Yes,Rent,,Single family home,,$700-$899,Good,Yes,Yes,Do not qualify for a home mortgage,,"Single family home,Independent Living Complex",Extremely important,Very important,Slightly important,Slightly important,Not at all important,Not at all important,Very important,Very important,Very important,,,"Restaurants and thrift stores ",Yes,5,2,3,4,1,6,,"Renovation of existing buildings, turn old factories and other abandoned structures into housing 
Renovation of the housing market ",Male,56-70,1,1,Other,"$40,000-$59,999"
2021-09-15 18:34:38,2021-09-15 18:41:15,IP Address,69.80.122.2,100,396,True,2021-09-15 18:41:15,R_27NyoN2gkWIW3ke,,,,,41.2093048095703125,-96.61409759521484375,anonymous,EN,Yes,More than 10 years,Unincorporated East Pottawattamie County,,,,Not interested in a different home,"$175,000-$250,000",No,Own,,Single family home,,"$1,500-1,999",Good,No,No,Employment opportunities,,Single family home,Slightly important,Slightly important,Very important,Extremely important,Important,Important,Extremely important,Important,Very important,,,,No,4,3,2,5,1,6,,,Female,26 - 40,2,1,White or Caucasian,"$150,000-$199,999"
2021-09-15 19:00:44,2021-09-15 19:05:42,IP Address,70.100.158.88,100,298,True,2021-09-15 19:05:43,R_1Do42SRvKLmWH2c,,,,,40.668304443359375,-94.7335968017578125,anonymous,EN,Yes,More than 10 years,Carson,,,,Not interested in a different home,"$100,000-$175,000",No,Own,,Single family home,,"$900-$1,199",Good,Yes,Yes,Do not qualify for a home mortgage,,Single family home,Important,Important,Very important,Very important,Very important,Important,Very important,Slightly important,Very important,Important,,Parks that are easily accessible and cleaned up,Yes,1,2,3,5,4,6,,Rental houses are in high demand for the area and we need more available for those who dont qualify for housing,Female,26 - 40,2,2,White or Caucasian,"$20,000-$39,999"
2021-09-15 19:05:37,2021-09-15 19:10:02,IP Address,38.121.120.2,100,265,True,2021-09-15 19:10:03,R_2P5LYRrGIelwNuY,,,,,41.311798095703125,-95.3834991455078125,anonymous,EN,Yes,1-5 years,Oakland,,,,Would be interested in up-sizing,"$175,000-$250,000",Yes,Own,,Single family home,,"$1,500-1,999",Good,Yes,Yes,Not enough quality housing,,"Townhome,Single family home",Not at all important,Not at all important,Extremely important,Extremely important,Extremely important,Very important,Extremely important,Very important,Extremely important,Very important,Room to expand if necessary.,"Less than 2 miles to a paved road, grocery store, and gas station.",No,3,2,5,4,1,6,,"Get rid of the slum lords that never update their properties. ",Female,26 - 40,2,1,White or Caucasian,"$80,000-$99,999"
2021-09-15 19:12:55,2021-09-15 19:19:03,IP Address,207.28.56.83,100,367,True,2021-09-15 19:19:04,R_0IjpZCgc8E9Sn97,,,,,41.237701416015625,-95.42569732666015625,anonymous,EN,Yes,1-5 years,Oakland,,,,"Would be interested in up-sizing,Would be interested in a new construction single-family home,Would be interested in an existing single-family home","$175,000-$250,000",Yes,Own,,Single family home,,"$1,200-$1,499",Good,No,No,Not enough quality housing,,Single family home,Important,Important,Slightly important,Important,Slightly important,Important,Important,Slightly important,Very important,,,"Parks, pools/splash pads, courts, restaurants ",No,2,5,3,1,4,6,,"When we moved here, there were very few options for hosting in the $150-$225,000 range for a large family. There are virtually no 5 bedroom houses for a middle income family. ",Male,26 - 40,2,4,White or Caucasian,"$100,000-$149,999"
2021-09-15 19:19:39,2021-09-15 19:24:45,IP Address,207.177.34.87,100,305,True,2021-09-15 19:24:45,R_cO0R7G2LFfRK6Yh,,,,,41.6475067138671875,-95.30930328369140625,anonymous,EN,Yes,More than 10 years,Hancock,,,,Not interested in a different home,"$100,000-$175,000",Yes,Own,,Single family home,,"$1,200-$1,499",Good,No,No,Other,,,,,,,,,,,,,,,,,,,,,,,,Female,26 - 40,2,2,White or Caucasian,
2021-09-15 19:22:20,2021-09-15 19:35:06,IP Address,173.215.87.78,100,765,True,2021-09-15 19:35:06,R_ZEUkd9Wd4EtF7SV,,,,,41.311798095703125,-95.3834991455078125,anonymous,EN,Yes,More than 10 years,Oakland,,,,Not interested in a different home,"$100,000-$175,000",Yes,Own,,Single family home,,$700-$899,Good,Yes,Yes,Not enough affordable housing,,"Condo,Apartment,Single family home,Independent Living Complex",Extremely important,Extremely important,Important,Extremely important,Not at all important,Extremely important,Important,Very important,Extremely important,,,"grocery store, gas station, library, variety of restaurants, recreation facility, parks, movie theater, hair salon, shopping",No,2,3,4,1,5,6,,Obtain grants to build housing and to fix up some existing housing.  May need to tear down existing and rebuild.,Female,56-70,3,0,White or Caucasian,"$60,000-$79,999"
2021-09-15 19:27:14,2021-09-15 19:35:15,IP Address,67.55.169.54,100,480,True,2021-09-15 19:35:15,R_W0gv1iRYyMeBAYx,,,,,41.1898956298828125,-95.434600830078125,anonymous,EN,Yes,More than 10 years,Macedonia,,,,Not interested in a different home,"$100,000-$175,000",No,Own,,Single family home,,$700-$899,Excellent,No,No,Not enough affordable housing,,Single family home,Important,Important,Very important,Very important,Slightly important,Slightly important,Important,Slightly important,Very important,,,"Bar, gas station",Yes,2,5,4,1,3,6,,,Male,26 - 40,2,2,White or Caucasian,"$80,000-$99,999"
2021-09-15 19:44:15,2021-09-15 19:47:56,IP Address,38.121.121.22,100,220,True,2021-09-15 19:47:56,R_1pMAC9f8NkyycX6,,,,,41.64349365234375,-95.78569793701171875,anonymous,EN,No,,,"I own a home elsewhere,My spouse works in another community,I couldn’t find rental housing",,"More homeownership options,More rental options,Better quality housing options,Shorter commute,Better community amenities (parks, community center, library, restaurants)",,"$100,000-$175,000",,,,,,,,,,Not enough quality housing,,Single family home,Not at all important,Not at all important,Very important,Extremely important,Not at all important,Extremely important,Extremely important,Not at all important,Extremely important,,,,No,2,3,4,1,5,6,,,Female,26 - 40,2,1,White or Caucasian,"$60,000-$79,999"
2021-09-15 19:46:59,2021-09-15 19:54:04,IP Address,69.80.126.139,100,424,True,2021-09-15 19:54:04,R_eQz9pPMFZM9l4UF,,,,,41.311798095703125,-95.3834991455078125,anonymous,EN,Yes,6-10 years,Oakland,,,,Would be interested in renting,"$175,000-$250,000",Yes,Rent,,Duplex/Fourplex,,$700-$899,Good,Yes,Yes,Not enough quality housing,,"Duplex,Townhome,Condo,Apartment",Important,Important,Important,Slightly important,Slightly important,Important,Very important,Important,Very important,,,"Parks, Church, Trails",No,1,3,2,5,4,6,,,Male,26 - 40,4,0,White or Caucasian,"$40,000-$59,999"
2021-09-15 19:54:23,2021-09-15 20:00:14,IP Address,207.199.214.55,100,351,True,2021-09-15 20:00:14,R_sASXOXAuLVODbvX,,,,,41.237701416015625,-95.42569732666015625,anonymous,EN,Yes,6-10 years,Oakland,,,,"Would be interested in a new construction single-family home,Would be interested in an existing single-family home","$175,000-$250,000",Yes,Own,,Single family home,,"$900-$1,199",Good,Yes,No,Do not qualify for a home mortgage,,,Important,Important,Important,Important,Slightly important,Very important,Very important,Very important,Very important,,,"Restaurants, Grocery Stores",Yes,5,1,2,3,4,6,,,Female,41-55,3,0,White or Caucasian,"$100,000-$149,999"
2021-09-15 20:11:06,2021-09-15 20:16:14,IP Address,207.199.214.244,100,308,True,2021-09-15 20:16:14,R_2wN4ec4ifK7IgbI,,,,,41.237701416015625,-95.42569732666015625,anonymous,EN,Yes,More than 10 years,Carson,,,,Not interested in a different home,"$100,000-$175,000",No,Own,,Single family home,,"$1,200-$1,499",Excellent,Yes,No,Not enough affordable housing,,"Single family home,Independent Living Complex,Assisted Living Complex",Important,Important,Very important,Very important,Important,Very important,Extremely important,Important,Extremely important,Important,,"Walking trails, clean & updated parks, restaurant chooses, food store",No,4,5,2,3,1,6,,,Female,26 - 40,2,2,White or Caucasian,"$100,000-$149,999"
2021-09-15 20:16:26,2021-09-15 20:21:57,IP Address,67.55.169.40,100,330,True,2021-09-15 20:21:57,R_3Rfonu9kKt70gk9,,,,,41.1898956298828125,-95.434600830078125,anonymous,EN,Yes,1-5 years,Macedonia,,,,Not interested in a different home,"Less than $100,000",No,Own,,Single family home,,$700-$899,Fair,Yes,Yes,Not enough quality housing,,Single family home,Extremely important,Extremely important,Important,Extremely important,Extremely important,Extremely important,Extremely important,Not at all important,Extremely important,,,"Close enough to a school district my children can have friends to play with daily ",No,4,3,1,5,2,6,,"More jobs at home with country internet. Times are hard with covid and children. It can change at anytime. A work from home instant messenger would work perfect since phone service is hard, even with internet backing it. ",Female,26 - 40,,3,Don’t wish to answer,"$40,000-$59,999"
2021-09-15 20:17:45,2021-09-15 20:22:43,IP Address,174.248.224.99,100,297,True,2021-09-15 20:22:44,R_1LnV7n4L4N5cDCf,,,,,41.21319580078125,-96.16680145263671875,anonymous,EN,Yes,More than 10 years,Oakland,,,,Would be interested in a new construction single-family home,"$250,000-$325,000",Yes,Own,,Single family home,,Less than $300,Excellent,Yes,Yes,Employment opportunities,,Single family home,Important,Important,Very important,Important,Important,Very important,Important,Slightly important,Important,,,"Restaurants, grocery store, gas station, & general store",No,5,3,4,2,1,6,,Better jobs,Female,41-55,2,2,White or Caucasian,"$100,000-$149,999"
2021-09-15 20:31:09,2021-09-15 20:35:47,IP Address,38.121.121.22,100,277,True,2021-09-15 20:35:48,R_eJrsC2vmsy1uG3L,,,,,41.64349365234375,-95.78569793701171875,anonymous,EN,Yes,1-5 years,Oakland,,,,Would be interested in renting,"Less than $100,000",No,Rent,,Duplex/Fourplex,,$700-$899,Fair,Yes,Yes,Do not qualify for a home mortgage,,"Townhome,Single family home,Independent Living Complex",Slightly important,Slightly important,Important,Very important,Not at all important,Important,Extremely important,Important,Extremely important,Not at all important,,,Yes,2,3,4,1,5,6,,,Female,26 - 40,1,2,White or Caucasian,"$20,000-$39,999"
2021-09-15 20:45:30,2021-09-15 20:51:28,IP Address,38.121.121.22,100,357,True,2021-09-15 20:51:29,R_3Ma0xj6bsfIyzMT,,,,,41.64349365234375,-95.78569793701171875,anonymous,EN,Yes,More than 10 years,Carson,,,,Not interested in a different home,"$175,000-$250,000",No,Own,,Single family home,,"$1,500-1,999",Good,No,No,Not enough quality housing,,,Slightly important,,Important,Very important,Very important,Very important,Very important,Slightly important,Extremely important,Not at all important,,,No,2,1,4,3,5,6,,,Female,41-55,2,3,White or Caucasian,"$100,000-$149,999"
2021-09-15 21:09:13,2021-09-15 21:14:39,IP Address,207.199.214.227,100,326,True,2021-09-15 21:14:40,R_1nOPILZBOJd6G8H,,,,,41.237701416015625,-95.42569732666015625,anonymous,EN,Yes,6-10 years,Oakland,,,,Not interested in a different home,"$175,000-$250,000",No,Own,,Single family home,,"$900-$1,199",Good,Yes,Yes,Employment opportunities,,"Duplex,Condo,Single family home",Important,Important,Very important,Extremely important,Very important,Very important,Very important,Slightly important,Very important,,,"Parks, restaurants, library, hardware store",Yes,5,4,3,1,2,6,,,Male,26 - 40,2,2,White or Caucasian,"$100,000-$149,999"
2021-09-16 02:39:42,2021-09-16 02:46:15,IP Address,67.55.190.30,100,393,True,2021-09-16 02:46:15,R_2f1gWSAgNdlUqj5,,,,,41.311798095703125,-95.3834991455078125,anonymous,EN,Yes,More than 10 years,Oakland,,,,Not interested in a different home,"$100,000-$175,000",Yes,Own,,Single family home,,"$900-$1,199",Fair,No,No,Do not qualify for a home mortgage,,Apartment,Extremely important,Important,Not at all important,Not at all important,Slightly important,Extremely important,Important,Important,Important,,,,No,3,2,1,4,5,6,,,Female,26 - 40,1,,White or Caucasian,"$40,000-$59,999"
2021-09-16 05:22:10,2021-09-16 05:26:09,IP Address,174.243.113.51,100,239,True,2021-09-16 05:26:10,R_1IT9JsOCMqPOSri,,,,,41.285400390625,-96.1493988037109375,anonymous,EN,Yes,More than 10 years,Oakland,,,,Would be interested in down-sizing,"$100,000-$175,000",No,Own,,Single family home,,"$1,200-$1,499",Good,Yes,No,Not enough of the right home styles,,Single family home,Slightly important,Slightly important,Important,Very important,Very important,Important,Slightly important,Slightly important,Not at all important,,,Parks and trails,No,5,1,2,4,3,6,,,Female,41-55,3,1,White or Caucasian,"$150,000-$199,999"
2021-09-16 05:28:08,2021-09-16 05:33:04,IP Address,173.215.87.146,100,295,True,2021-09-16 05:33:05,R_RIlcpQGwPzubMUV,,,,,41.311798095703125,-95.3834991455078125,anonymous,EN,Yes,More than 10 years,Oakland,,,,Not interested in a different home,"$175,000-$250,000",No,Own,,Single family home,,"$900-$1,199",Good,Yes,Yes,Employment opportunities,,Single family home,,Extremely important,Very important,Extremely important,Extremely important,Important,Very important,Slightly important,Extremely important,,,,No,6,3,1,4,2,5,,,Male,41-55,2,3,White or Caucasian,"$150,000-$199,999"
2021-09-16 05:28:04,2021-09-16 05:53:39,IP Address,198.217.24.105,100,1535,True,2021-09-16 05:53:40,R_1jkeugy4g0WEObr,,,,,41.237701416015625,-95.42569732666015625,anonymous,EN,Yes,More than 10 years,Carson,,,,Not interested in a different home,"$325,000-$400,000",Yes,Own,,Single family home,,$700-$899,Excellent,Yes,Yes,Not enough of the right home styles,,Single family home,Very important,Very important,Very important,Very important,Important,Very important,Important,Slightly important,Important,Important,,"Convenience Store, parks, school, restaurant, bar",No,5,3,2,1,4,6,,,Female,41-55,2,2,White or Caucasian,"$100,000-$149,999"
2021-09-16 05:39:04,2021-09-16 05:55:37,IP Address,69.80.126.172,100,992,True,2021-09-16 05:55:38,R_shCHkq7K6jLrtUR,,,,,41.311798095703125,-95.3834991455078125,anonymous,EN,Yes,More than 10 years,Oakland,,,,"Would be interested in renting,Would be interested in senior housing",,Yes,Own,,Single family home,,"$1,500-1,999",Excellent,No,No,Not enough of the right home styles,,"Duplex,Townhome",Not at all important,Slightly important,Slightly important,Slightly important,Important,Very important,Important,Important,Important,,,"Restaurant and library ",Yes,2,1,4,3,5,6,,"Incentives for developers to establish available lots to build. Possibly incentives to new home or multiple family housing unites. ",Male,41-55,2,4,White or Caucasian,"$100,000-$149,999"
2021-09-16 06:39:13,2021-09-16 06:46:10,IP Address,208.126.191.14,100,416,True,2021-09-16 06:46:10,R_2q3CGenAGCJWPFw,,,,,41.4770965576171875,-95.35269927978515625,anonymous,EN,Yes,Less than 1 year,Oakland,,,,"Would be interested in up-sizing,Would be interested in renting,Would be interested in a new construction single-family home,Would be interested in an existing single-family home","Less than $100,000",Yes,Own,,Single family home,,$500-$699,Fair,Yes,Yes,Not enough affordable housing,,Single family home,Not at all important,Slightly important,Important,Very important,Important,Extremely important,Extremely important,Not at all important,Extremely important,,,"None ",Yes,3,1,2,4,6,5,,"Unknown ",Female,26 - 40,2,3,White or Caucasian,"$100,000-$149,999"
2021-09-16 07:07:59,2021-09-16 07:15:36,IP Address,173.215.87.36,100,457,True,2021-09-16 07:15:37,R_1E6i4LxWspVnkKI,,,,,41.311798095703125,-95.3834991455078125,anonymous,EN,No,,,Other,I rent a home outside of this county.,"More affordable housing options,Better quality housing options,Shorter commute,Better community amenities (parks, community center, library, restaurants)",,"$100,000-$175,000",,,,,,,,,,Not enough affordable housing,,Single family home,Extremely important,Extremely important,Extremely important,Extremely important,,Extremely important,Extremely important,,Extremely important,,,"All listed amenities are important to me, as I enjoy the whole community experience.",No,2,4,3,5,1,6,,,Female,56-70,1,0,White or Caucasian,"$40,000-$59,999"
2021-09-16 07:10:30,2021-09-16 07:19:38,IP Address,207.28.56.83,100,547,True,2021-09-16 07:19:38,R_sbdWouV7S3bOl1v,,,,,41.237701416015625,-95.42569732666015625,anonymous,EN,Yes,More than 10 years,Oakland,,,,Would be interested in a new construction single-family home,"$175,000-$250,000",Yes,Own,,Single family home,,"$900-$1,199",Good,Yes,Yes,Not enough quality housing,,"Duplex,Townhome,Condo,Apartment,Single family home,Independent Living Complex,Assisted Living Complex",Extremely important,Extremely important,Very important,Extremely important,Slightly important,Extremely important,Extremely important,Not at all important,Extremely important,,,"Walking trails
Restaurants
Convenient stores",No,5,4,3,1,2,6,,"The old football field and baseball field in Oakland was SUPPOSED to be turned into a new subdivision.  Apparently infrastructure has halted any plans to develop this area.  

There are also several individuals, my family included, who would love to build a new construction just outside of city limits.  I know Iowa farm land is GOLD, but if there was a way to take a look at properties not providing a high yield and consider it for development, maybe keep a list of farmers who would ""possibly"" be interested in letting land go.",Female,41-55,2,2,White or Caucasian,"$100,000-$149,999"
2021-09-16 07:26:40,2021-09-16 07:31:14,IP Address,173.215.87.36,100,274,True,2021-09-16 07:31:15,R_2zI0uD09FnQbmBp,,,,,41.311798095703125,-95.3834991455078125,anonymous,EN,Yes,Less than 1 year,Oakland,,,,Not interested in a different home,"$175,000-$250,000",Yes,Own,,Single family home,,"$900-$1,199",Good,Yes,Yes,Not enough affordable housing,,Single family home,Important,Extremely important,Important,Important,Important,Extremely important,Extremely important,Important,Extremely important,,,Parks restaurant grocery stores,No,4,5,1,3,2,6,,,Female,26 - 40,2,2,White or Caucasian,"$40,000-$59,999"
2021-09-16 07:24:19,2021-09-16 07:36:00,IP Address,63.142.54.114,100,700,True,2021-09-16 07:36:00,R_1jDmondGXwfet5A,,,,,41.311798095703125,-95.3834991455078125,anonymous,EN,Yes,More than 10 years,Oakland,,,,Not interested in a different home,"Less than $100,000",Yes,Own,,Single family home,,"$900-$1,199",Good,Yes,Yes,Other,not enough homes in the area,Single family home,Important,Important,Important,Important,Not at all important,Important,Very important,Important,Extremely important,,,park,No,1,2,3,4,5,6,,,Female,41-55,1,3,White or Caucasian,"$60,000-$79,999"
2021-09-16 07:31:52,2021-09-16 07:40:09,IP Address,207.28.56.83,100,497,True,2021-09-16 07:40:09,R_3Gv5EtJgfJgfSY6,,,,,41.237701416015625,-95.42569732666015625,anonymous,EN,Yes,1-5 years,Carson,,,,Not interested in a different home,"$100,000-$175,000",Yes,Own,,Single family home,,"$1,500-1,999",Good,Yes,No,Employment opportunities,,"Townhome,Single family home,Assisted Living Complex",Extremely important,,Extremely important,Extremely important,,,Extremely important,,Extremely important,,,"Yummy restaurants, grocery stores, gas station, hair/nails, parks, beautiful public spaces, walking trails, places to ride side by sides/ golf carts",No,,,,,,,,,Female,41-55,4,0,Asian or Pacific Islander,"$150,000-$199,999"
2021-09-16 07:44:40,2021-09-16 07:51:45,IP Address,67.55.191.112,100,424,True,2021-09-16 07:51:45,R_2cdRxfcI4G9hPNw,,,,,41.02520751953125,-95.41159820556640625,anonymous,EN,Yes,More than 10 years,Oakland,,,,Would be interested in down-sizing,"Less than $100,000",Yes,Own,,Single family home,,Less than $300,Good,Yes,No,Not enough affordable housing,,Townhome,Extremely important,Extremely important,Important,Slightly important,Important,Important,Extremely important,Extremely important,Extremely important,,,"crime, school and peace",Yes,1,3,4,2,5,6,,"crime, helping citizens who can't perform or do yard care and maintenance.  physical maintenance of roads, medians, ditches and public areas.",Female,56-70,2,1,White or Caucasian,"$40,000-$59,999"
2021-09-16 08:09:11,2021-09-16 08:14:36,IP Address,159.45.22.9,100,325,True,2021-09-16 08:14:37,R_2YfCf0mt6LNCs2y,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,Yes,More than 10 years,Oakland,,,,Not interested in a different home,"$250,000-$325,000",Yes,Own,,Single family home,,"$2,000 or more",Excellent,Yes,Yes,Not enough quality housing,,,Extremely important,Extremely important,Extremely important,Extremely important,Important,Very important,Very important,Slightly important,Very important,,,"Restaurants, Grocery store, convenience store",No,5,2,1,4,3,6,,,Male,41-55,2,3,White or Caucasian,"$150,000-$199,999"
2021-09-16 08:11:02,2021-09-16 08:16:38,IP Address,207.28.56.83,100,335,True,2021-09-16 08:16:38,R_sNiBM2tcetjdsyt,,,,,41.237701416015625,-95.42569732666015625,anonymous,EN,Yes,6-10 years,Oakland,,,,Would be interested in a new construction single-family home,"$250,000-$325,000",Yes,Own,,Single family home,,"$1,500-1,999",Excellent,Yes,Yes,Other,"For Oakland, I feel like our population isn't growing because we don't offer financial incentives for home owners. In addition to that, I think we need to offer financial incentives for new construction.",Single family home,Extremely important,Extremely important,Extremely important,Extremely important,Important,Important,Extremely important,Extremely important,Extremely important,,,"grocery store, library, parks, pool, nice looking downtown with other businesses",Yes,5,3,1,4,2,6,,"Specifically for Oakland, the downtown (business district) is not appealing to the eye. This makes it harder for businesses to survive. If we had more businesses, we could increase housing options, and people would be able to afford those options with more jobs in the community.",Female,26 - 40,2,1,White or Caucasian,"$100,000-$149,999"
2021-09-16 08:20:02,2021-09-16 08:23:48,IP Address,12.91.160.42,100,226,True,2021-09-16 08:23:49,R_QbjGVFuAYwhizqp,,,,,41.212005615234375,-96.11009979248046875,anonymous,EN,Yes,6-10 years,Oakland,,,,"Would be interested in up-sizing,Would be interested in a new construction single-family home,Would be interested in an existing single-family home","$250,000-$325,000",No,Own,,Single family home,,"$1,500-1,999",Excellent,Yes,Yes,Not enough of the right home styles,,Single family home,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Slightly important,Extremely important,,,"parks, restaurants, pool, grocery",No,5,4,2,1,3,6,,,Male,26 - 40,2,1,White or Caucasian,"$100,000-$149,999"
2021-09-16 09:59:32,2021-09-16 10:03:47,IP Address,207.199.214.203,100,254,True,2021-09-16 10:03:47,R_1pVzBnxXQfs0yyj,,,,,41.237701416015625,-95.42569732666015625,anonymous,EN,Yes,6-10 years,Carson,,,,Not interested in a different home,"$175,000-$250,000",Yes,Own,,Single family home,,"$1,500-1,999",Excellent,Yes,Yes,Not enough affordable housing,,Single family home,Very important,Very important,Slightly important,Very important,Not at all important,Very important,Important,Important,Important,,,,No,5,4,3,1,2,6,,,Female,41-55,2,2,White or Caucasian,"$150,000-$199,999"
2021-09-16 10:37:46,2021-09-16 10:41:04,IP Address,67.55.191.202,100,197,True,2021-09-16 10:41:04,R_2qfwXoQB1Q9y0aZ,,,,,41.02520751953125,-95.41159820556640625,anonymous,EN,Yes,More than 10 years,Oakland,,,,Not interested in a different home,"Over $400,000",Yes,Own,,Single family home,,"$2,000 or more",Excellent,No,No,Employment opportunities,,Single family home,Extremely important,Extremely important,Extremely important,Extremely important,Not at all important,Extremely important,Extremely important,Not at all important,Extremely important,,,"Parks, recreational activities, bike path",No,2,3,5,4,1,6,,,Female,26 - 40,2,2,White or Caucasian,"$200,000 or more"
2021-09-16 10:58:21,2021-09-16 11:04:57,IP Address,174.198.87.62,100,396,True,2021-09-16 11:04:58,R_We6cTgUm5IZw2Vb,,,,,41.1858978271484375,-96.067901611328125,anonymous,EN,Yes,Less than 1 year,Carson,,,,Not interested in a different home,"$250,000-$325,000",No,Own,,Single family home,,"$1,500-1,999",Fair,No,Yes,Employment opportunities,,Single family home,Important,Not at all important,Very important,Important,Slightly important,Important,Very important,Not at all important,Extremely important,Very important,Local shops/grocery store,"Schools, parks, minimal ordinances",Yes,5,2,4,3,1,6,,"Bringing industry to Carson. 2-4 new employers directly tied to Carson that employ 5-10 people full-time with above poverty level wages. Improve the downtown strip and incentives to have active businesses to keep money and families local. ",Male,26 - 40,2,2,White or Caucasian,"$80,000-$99,999"
2021-09-16 11:08:03,2021-09-16 11:15:24,IP Address,207.28.56.83,100,440,True,2021-09-16 11:15:24,R_AifFxOy8BNWzw9r,,,,,41.237701416015625,-95.42569732666015625,anonymous,EN,Yes,More than 10 years,Oakland,,,,Would be interested in down-sizing,"$100,000-$175,000",Yes,Own,,Single family home,,$700-$899,Good,Yes,Yes,Not enough quality housing,,"Condo,Single family home",Very important,Extremely important,Important,Very important,Slightly important,Important,Important,Slightly important,Important,,,"Trails for bicycle or running. Entertainment opportunities ",No,5,3,1,2,4,6,,Force abandoned or undermaintained properties to be demolished or remodeled to the current acceptable code. Dilapidated houses should not be allowed.,Male,26 - 40,2,1,White or Caucasian,"$60,000-$79,999"
2021-09-16 13:05:15,2021-09-16 13:11:36,IP Address,207.28.56.83,100,381,True,2021-09-16 13:11:37,R_1CJyb6Hzgvd3OsK,,,,,41.237701416015625,-95.42569732666015625,anonymous,EN,Yes,More than 10 years,Oakland,,,,"Not interested in a different home,Would be interested in down-sizing","Less than $100,000",Yes,Own,,Single family home,,$700-$899,Good,No,Yes,Not enough quality housing,,"Duplex,Townhome,Condo",,,,Extremely important,,,Extremely important,Extremely important,,,,"restaurants, library",No,4,5,2,1,3,6,,,Female,56-70,3,0,White or Caucasian,"$20,000-$39,999"
