#Borrower_ID,Project_ID,Project_Check_Digit,Latitude,Longitude,State_County_FIPS_Code,Project_Name,Main_Address_Line1,Main_Address_Line2,Main_Address_Line3,City,State_Abbreviation,Zip_Code,Project_Size,Rental_Code,Labor_Housing_Type,Revitilization_Indicator,Tax_Status_Indicator,Date_Tax_Credit_Expires,Profit_Type_Code,Management_Name,Date_Of_Operation,Date_Restrictive_Clause_Expires,Total_1_Bedroom_Units,Total_2_Bedroom_Units,Total_3_Bedroom_Units,Total_4_Bedroom_Units,Total_5_Bedroom_Units,Total_6_Bedroom_Units,Total_Handicapped_Units,Vacant_Units,Rental_Assistance_Units
375455227,03,9,37.078741,-106.013517,8021,GUADALUPE HACIENDA,404 W 8TH AVE,,719-376-2025,ANTONITO,CO,81120,24,FA,0,,Y,9/1/2048,2,"LANDMARK MANAGEMENT GROUP, INC",10/5/1992,8/30/2048,0,24,0,0,0,0,2,1,23
375455227,01,5,37.475768,-105.890802,8003,MOUNT BLANCA VIEW,201 MARKET ST,,719-589-2850,ALAMOSA,CO,81101,50,EL,0,,Y,9/1/2048,2,"LANDMARK MANAGEMENT GROUP, INC",11/17/1994,8/30/2048,50,0,0,0,0,0,3,1,46
375455227,02,7,37.079243,-106.005832,8021,GOMEZ MANOR APART,804 W STATE ST,719-376-2388,,ANTONITO,CO,81120,16,FA,0,,Y,9/1/2048,2,"LANDMARK MANAGEMENT GROUP, INC",9/27/1996,8/30/2048,0,4,12,0,0,0,1,1,16
375455227,07,6,37.749654,-106.120027,8109,VALLE VISTA,58 E CENTRAL,,719-754-2608,CENTER,CO,81125,20,FA,0,,Y,9/1/2048,2,"LANDMARK MANAGEMENT GROUP, INC",1/28/1994,8/30/2048,0,16,4,0,0,0,2,0,20
375455227,05,2,37.754804,-106.107007,8109,CIELO VISTA,166 S WILLS ST,,719-754-3664,CENTER,CO,81125,24,EL,0,,Y,9/1/2048,2,"LANDMARK MANAGEMENT GROUP, INC",11/13/1992,8/30/2048,24,0,0,0,0,0,2,2,23
375455227,06,4,37.75379,-106.10712,8109,SANGRE DE CRISTO,273 WILLS STREET,,719-754-2649,CENTER,CO,81125,16,FA,0,,Y,9/1/2048,2,"LANDMARK MANAGEMENT GROUP, INC",2/3/1989,8/30/2048,0,14,2,0,0,0,1,0,16
375460959,01,9,34.864869,-83.411804,13241,BROOKS LANE APARTMENTS,1203 OLD 441 S,,,CLAYTON,GA,30525,36,EL,0,,Y,7/25/2028,2,"CAHEC MANAGEMENT, INC",7/11/1995,7/25/2043,35,1,0,0,0,0,0,0,36
375560475,01,3,44.898239,-96.918304,46029,KRANZBURG HOUSING,208 SAINT MARYS ST SE, , ,KRANZBURG,SD,57245,4,FA,0,,N,,2,"COLE, DIANA",11/21/1980,6/17/2024,4,0,0,0,0,0,0,0,3
375585397,01,1,36.385479,-83.045064,47073,ROGERSVILLE VILLAS APARTMENTS,200 ARROWHEAD DRIVE,,,ROGERSVILLE,TN,37857,48,FA,0,,Y,12/31/2040,2,"HUFF MANAGEMENT CO., INC",6/18/1984,10/20/2030,22,26,0,0,0,0,3,1,37
375681096,02,4,40.866189,-82.310579,39083,DANVILLE COMMONS,207 E WALNUT, , ,DANVILLE,OH,43014,48,FA,0,,N,,3,RLJ MANAGEMENT COMPANY INC,6/10/1998,6/10/2018,32,16,0,0,0,0,0,3,37
375681096,04,8,40.269667,-81.598904,39157,OXFORD SQUARE APTS,100 OXFORD LN, , ,NEWCOMERSTOWN,OH,43832,48,FA,0,,N,,3,RLJ MANAGEMENT COMPANY INC,1/18/2002,5/20/2024,32,16,0,0,0,0,0,1,32
375681096,01,2,40.234237,-82.447604,39089,JEFFERSON PLACE,1000 JO ANN DR, , ,UTICA,OH,43080,48,FA,0,,N,,3,RLJ MANAGEMENT COMPANY INC,7/10/1974,11/21/2016,32,16,0,0,0,0,0,0,39
375822250,01,6,34.765295,-91.159495,5095,RUSSELL BONNER,13730 HIGHWAY 49,,,BRINKLEY,AR,72021,2,FA,1,,N,,1,,7/1/2005,7/1/2025,1,1,0,0,0,0,0,0,0
375824224,01,7,40.02041,-98.06383,31129,MEADOW CREEK VILLA,415 MARVIN ST,,,SUPERIOR,NE,68978,16,FA,0,,N,,3,HELPING HANDS ASSOCIATION,6/5/1981,4/1/2034,10,6,0,0,0,0,1,0,15
375825390,01,4,36.741348,-86.58519,21213,WALNUT FOREST APTS,634 MORGANTOWN RD,,,FRANKLIN,KY,42134,48,FA,0,,Y,7/14/2025,2,RLJ MANAGEMENT COMPANY INC,11/10/1981,7/14/2030,16,24,8,0,0,0,3,2,44
375846795,01,7,42.779343,-89.269896,55105,ARBOR GLEN HSG LP,740 BROWN SCHOOL RD,,,EVANSVILLE,WI,53536,24,EL,0,,Y,5/1/2015,2,WISCONSIN MGMT CO INC,5/16/2001,5/16/2031,19,5,0,0,0,0,2,0,24
375978454,01,6,38.835672,-91.04227,29219,BROOKVIEW SR APTS OF WRIGHT CITY,660 WESTWOODS DR, , ,WRIGHT CITY,MO,63390,23,EL,0,,N,,2,BROOKVIEW MANAGEMENT INC,1/25/1985,12/4/2037,22,1,0,0,0,0,1,1,13
375999734,01,5,39.48762,-83.629057,39027,CLINTON EAST APTS,380 CENTRAL AVE,,,SABINA,OH,45169,51,FA,0,1,N,,2,MAJESTIC MANAGEMENT,11/28/1973,5/11/2031,0,51,0,0,0,0,3,2,37
376066687,01,7,39.110071,-90.329857,17083,MILLER SOUTH APTS. C/O JCC DEVELOPMENT,1100 S LIBERTY ST,,,JERSEYVILLE,IL,62052,19,FA,0,1,Y,1/1/2003,2,JCC DEVELOPMENT INC,10/1/1988,12/1/2045,7,12,0,0,0,0,1,2,17
376269517,01,6,40.061363,-75.885044,42029,TEL HAI APTS,1200 TEL HAI CIRCLE,PO BOX 190,,HONEY BROOK,PA,19344,37,EL,0,,N,,3,TEL HAI APARTMENTS INC,1/20/1984,,37,0,0,0,0,0,0,0,35
376300280,01,4,33.9463,-116.49341,6065,DESERT HORIZON APT,66789 TWO BUNCH PALMS TR.,,,DESERT HOT SPRINGS,CA,92240,44,FA,0,,Y,5/23/2027,2,AWI MANAGEMENT COMPANY,11/9/1983,5/23/2047,20,13,11,0,0,0,0,0,43
376334269,01,4,37.121664,-92.260476,29229,MOUNTAIN GROVE I APARTMENTS,405 E CLOUSE ST,,,MOUNTAIN GROVE,MO,65711,38,FA,0,,Y,12/31/2034,2,MACO MANAGEMENT CO INC,11/18/1988,10/22/2023,12,24,2,0,0,0,3,2,0
376412765,01,8,36.814497,-93.923229,29009,AUTUMN WOODS,200 STATE HIGHWAY 37,,,PURDY,MO,65734,40,EL,0,,Y,9/27/2026,2,BELL MANAGEMENT INC,7/31/1995,4/4/2046,40,0,0,0,0,0,2,1,39
376416609,01,7,41.923699,-85.523004,26149,RIVERWOOD APTS C/O GARDNER MGMT,340 MAIN STREET,,,CENTREVILLE,MI,49032,24,FA,0,,N,,2,GARDNER MANAGEMENT,9/18/1989,9/20/2035,6,18,0,0,0,0,2,1,21
376467169,01,6,38.491273,-81.657769,54039,MEG VILLAGE APTS.,1 MEG DR,,,SISSONVILLE,WV,25320,44,FA,0,,Y,12/1/2021,2,"TM ASSOCIATES MANAGEMENT, INC",11/14/1986,2/1/2057,20,24,0,0,0,0,4,1,17
376534910,01,7,43.857635,-92.487602,27109,DOWNTOWNER II,106 4TH STREET NE, , ,STEWARTVILLE,MN,55976,35,EL,0,,N,,2,"LIFE STYLE, INC",6/1/1986,9/30/2027,31,4,0,0,0,0,2,1,30
376710899,01,6,28.902102,-81.304222,12127,RIDGECREST MANOR,37 RIDGEVIEW DRIVE,,,DEBARY,FL,32713,49,FA,0,1,Y,12/31/2032,2,"HALLMARK MANAGEMENT, INC",5/12/1986,9/21/2046,24,25,0,0,0,0,3,1,35
377099256,02,4,39.75037,-94.2276,29063,CAMERON MANOR LTD,600-608 NORTHLAND DR,,,CAMERON,MO,64429,20,FA,0,,N,,2,FAIRWAY MANAGEMENT INC,7/2/1986,5/14/2006,12,8,0,0,0,0,2,1,15
377131291,01,1,32.993064,-80.225733,45035,CAMBRIDGE APTS,559 ORANGEBURG RD., , ,SUMMERVILLE,SC,29435,48,FA,0,1,Y,11/3/2028,2,"CAHEC MANAGEMENT, INC",9/8/1983,10/23/2037,8,32,8,0,0,0,2,0,29
377134934,01,7,37.543857,-94.692714,20037,THE COURTYARD,910 E WASHINGTON ST,,,ARMA,KS,66712,28,EL,0,,Y,1/1/2007,2,BELL MANAGEMENT INC,11/1/1991,11/1/2041,28,0,0,0,0,0,2,2,28
377223896,01,3,38.973892,-90.987748,29113,FAIRFIELD APTS OF TROY,1050 SOMMERSET DR, , ,TROY,MO,63379,24,FA,0,,N,,2,BROOKVIEW MANAGEMENT INC,5/29/1987,2/19/2037,8,16,0,0,0,0,2,2,6
377295025,01,8,44.233376,-69.749325,23011,BIRMINGHAM ELDERLY HSG,11 BIRMINGHAM RD,,,RANDOLPH,ME,4346,24,EL,0,,Y,12/31/2005,2,CB MATTSON,8/1/1988,8/1/2008,20,4,0,0,0,0,1,1,24
377326605,01,6,43.703094,-91.01154,55123,COULEE VIEW APTS,98 HIAWATHA ST,,,COON VALLEY,WI,54623,16,FA,0,,N,,2,HORIZON MGMT,1/30/1995,1/30/2015,14,2,0,0,0,0,0,0,13
377556941,01,9,36.844528,-120.449707,6047,DOS PALOS APTS,21100 SOUTH HIGHWAY 33,,,DOS PALOS,CA,93620,40,FA,0,,Y,12/28/2027,2,"THE CBM GROUP, INC",3/16/1988,3/29/2037,16,24,0,0,0,0,2,4,27
377556941,03,2,37.249397,-120.99778,6047,MEREDITH MANOR,385 MEREDITH AVE.,,,GUSTINE,CA,95322,40,FA,0,,Y,12/28/2027,2,"THE CBM GROUP, INC",12/23/1988,3/29/2037,16,24,0,0,0,0,3,1,32
377684021,01,9,42.266981,-96.866766,31051,WAKEFIELD VILLA,102 W 5TH ST, , ,WAKEFIELD,NE,68784,9,EL,0,,N,,3,WAKEFIELD HEALTH CARE CENTER INC,10/10/1980,2/7/2015,7,2,0,0,0,0,1,0,4
377691358,01,2,44.421565,-84.107687,26129,HOUGHTON CREEK APTS,519 E. MAIN STREET,,,ROSE CITY,MI,48654,16,EL,0,,Y,12/9/2045,2,GLD MANAGEMENT COMPANY,11/29/1989,12/9/2045,16,0,0,0,0,0,1,0,13
377729893,04,8,44.231581,-91.839734,55011,BUFFALO CO HSG INC,244 N MAIN ST,,,COCHRANE,WI,54622,104,MX,0,,N,,3,BUFFALO COUNTY HOUSING INC,5/28/1975,4/21/2003,86,18,0,0,0,0,4,16,86
377872123,01,4,42.877559,-75.191416,36043,TALBOT HOUSE,54 SOUTH ST,,,WEST WINFIELD,NY,13491,16,EL,0,,Y,12/31/2000,2,JDA MGMT,5/18/1992,5/18/2042,14,2,0,0,0,0,2,1,0
377975540,01,6,34.462354,-110.093057,4017,SIERRA BLANCA APARTMENTS,126 W WILLOW LN,,,TAYLOR,AZ,85939,24,FA,0,,Y,2/25/2029,2,"LANDMARK MANAGEMENT GROUP, INC",2/1/1988,2/25/2044,8,16,0,0,0,0,0,1,23
378012565,01,8,45.071995,-68.89398,23019,HILLTOP MANOR,11 HILLTOP CIR,,,BRADFORD,ME,4410,16,EL,0,1,N,,3,MULTI-MANAGEMENT GROUP,12/8/1975,2/1/2050,8,8,0,0,0,0,0,0,16
378121317,01,3,36.308731,-80.142967,37169,HERITAGE APARTMENTS,124 HERITAGE DR,,,WALNUT COVE,NC,27052,24,FA,0,,Y,5/31/2043,2,GEM MANAGEMENT LLC,6/13/1985,5/31/2043,12,12,0,0,0,0,0,1,24
378177303,02,2,40.106082,-80.638786,54069,OGLEBAY VILLAGE II APARTMENTS,200 VILLAGE LN,,,WHEELING,WV,26003,46,FA,0,,N,,2,COLONIAL AMERICAN DEVELOPMENT CO,2/14/1986,2/14/2006,28,18,0,0,0,0,3,2,25
378216831,01,2,44.565464,-95.981433,27083,TRI-MINN APT,701 N MADISON STREET, , ,MINNEOTA,MN,56264,24,FA,0,,N,,3,"BORMANN, NANCY",7/19/1974,,7,17,0,0,0,0,0,0,15
378216952,01,3,43.38059,-70.544592,23031,COUSENS SCHOOL APTS,12 DAY ST,,,KENNEBUNK,ME,4043,28,FA,0,,Y,11/21/2023,2,AVESTA HSG MGT CORP,11/21/2008,11/21/2038,12,16,0,0,0,0,4,0,18
378255613,01,4,41.10247,-76.76866,42097,BROADWAY ESTATES,524 BROADWAY ESTATE,,,TURBOTVILLE,PA,17772,23,FA,0,,N,,2,MONARCH MGMT GROUP INC,5/25/1983,5/25/2003,7,16,0,0,0,0,1,0,17
378284063,01,9,34.543996,-78.799227,37017,HILL ESTATES APTS,200 VILLAGE STREET,,,BLADENBORO,NC,28320,46,EL,0,1,Y,10/1/2029,2,"PENDERGRAPH MANAGEMENT, LLC",7/13/1995,10/1/2044,45,1,0,0,0,0,5,1,45
378360246,02,2,39.764196,-86.495204,18063,MEADOW MANOR,276 MEADOWBANK RD,,,DANVILLE,IN,46122,48,EL,0,,N,,2,DOMINION REALTY,11/1/1985,11/1/2035,48,0,0,0,0,0,0,2,36
378543564,01,2,31.932751,-82.678207,13271,JT VILLAGE SQ LP TISHCO MGMT,10 ERIE STREET, , ,LUMBER CITY,GA,31549,40,FA,0,,Y,4/4/2021,2,TISHCO PROPERTIES LLC,7/1/1982,4/4/2026,0,20,20,0,0,0,0,1,39
378642916,02,4,37.416383,-87.270584,21149,MAPLEWOOD APTS,201 ROSS ST,MAPLEWOOD APARTMENTS,,SACRAMENTO,KY,42372,12,FA,0,,Y,12/1/2027,2,HOMELAND INC,9/29/1995,11/20/2042,4,8,0,0,0,0,1,0,12
378660905,01,6,35.13525,-114.619087,32003,RIVERWOOD VILLAGE,1705 CAL EDISON DR, , ,LAUGHLIN,NV,89029,208,FA,0,,Y,12/31/2023,2,WESTSTATES PROP MGMT CO,11/3/1988,12/3/2042,30,150,28,0,0,0,9,15,191
378672128,01,7,39.46488,-118.77023,32001,SADDLEBROOK LANDS LLC,1220 DEERFIELD DR,,,FALLON,NV,89406,10,FA,0,,N,,2,WESTSTATES PROP MGMT CO,4/16/2008,4/16/2038,4,6,0,0,0,0,1,0,10
378850158,01,9,35.337628,-118.98985,6029,BAKERSFIELD FAMILY APARTMENTS,1629 LOTUS LANE,,,BAKERSFIELD,CA,93307,40,FA,2,,Y,12/31/2064,2,INFINITY MANAGEMENT INC,12/23/2009,12/23/2042,4,16,16,4,0,0,2,0,38
378851806,01,5,34.142712,-116.070778,6071,EL PASEO APT,72952 EL PASEO DRIVE,,,TWENTYNINE PALMS,CA,92277,48,FA,0,,N,,2,AWI MANAGEMENT COMPANY,11/14/1985,12/4/2005,9,28,11,0,0,0,0,0,46
378866063,01,5,44.702499,-75.478539,36089,ST PETERS SQ APTS,1320 GREENE ST,,,OGDENSBURG,NY,13669,8,EL,0,,N,,3,UNITED HELPERS MGMT CO,4/5/1982,4/5/2002,8,0,0,0,0,0,0,0,8
378984529,01,1,34.039862,-94.738749,40089,GARDEN WALK OF BROKEN BOW,100 OAKWOOD DR,PO BOX 755,,BROKEN BOW,OK,74728,96,FA,0,1,Y,12/16/2050,2,"BELMONT MANAGEMENT CO., INC",6/19/1991,12/29/2040,20,54,20,2,0,0,4,5,59
379031688,01,9,41.6771,-85.71015,18039,CRYSTAL VALLEY MANOR,114 KRIDER DRIVE,,,MIDDLEBURY,IN,46540,40,EL,0,,Y,9/1/2047,2,WODA MANAGEMENT AND REAL ESTATE,4/28/1978,9/1/2047,32,8,0,0,0,0,0,0,37
379045295,01,2,40.850254,-83.279892,39175,WYANDOT SR VILLAGE,300 HIGHLAND PKY,,,UPPER SANDUSKY,OH,43351,50,EL,0,,N,,3,WYANDOT SR VILLAGE,10/14/1980,10/14/2000,50,0,0,0,0,0,0,1,49
379180887,01,3,43.187538,-75.012346,36043,WILLOUGHBY HALL,3041 HILLSIDE MEADOWS DR,,,NEWPORT,NY,13416,24,EL,0,,Y,12/31/2009,2,JDA MGMT,6/29/1993,6/29/2043,22,2,0,0,0,0,2,0,24
379268762,01,0,40.998997,-79.340378,42005,SOUTH BETHLEHEM HSE STANFORD MANAGEMENT,200 HAMILTON STREET,,,NEW BETHLEHEM,PA,16242,18,EL,0,,Y,6/17/2027,2,STANFORD MGMT LLC,10/2/1996,10/2/2046,18,0,0,0,0,0,2,1,18
379289365,02,2,39.050509,-82.65742,39079,STONECREST SOUTH,61 HONEYSUCKLE LANE,,,JACKSON,OH,45640,60,FA,0,,Y,5/31/2027,2,CLASSIC A PROPERTIES,9/23/1975,7/1/2017,36,24,0,0,0,0,0,3,45
379306139,01,5,41.935726,-85.646102,26149,WESTCHASE APTS,1107 HILL ST,,,THREE RIVERS,MI,49093,32,EL,0,,N,,2,KMG PRESTIGE INC,6/14/1989,6/14/2009,32,0,0,0,0,0,2,1,19
379343287,01,8,46.493549,-85.427078,26095,NEWBERRY APTS C/O RED OAK MGMT.,2099 S NEWBERRY AVE,,,NEWBERRY,MI,49868,16,FA,0,,N,,2,RED OAK MANAGEMENT,3/8/1985,3/8/2005,16,0,0,0,0,0,1,3,11
379364202,02,9,34.829609,-114.615067,6071,MESA GRANDE APTS 1600 LILLYHILL DR,1600 LILLYHILL DR,,,NEEDLES,CA,92363,46,EL,0,,Y,12/20/2023,2,"MICHAELS MANAGEMENT-AFFORDABLE,",8/26/1985,12/20/2043,45,1,0,0,0,0,0,1,45
379405299,02,9,40.781853,-74.714633,34027,"LEBENSFREUDE, LLC",80 STATE ROUTE 24,,,CHESTER,NJ,7930,1,??,1,,N,,2,,9/5/2007,,1,0,0,0,0,0,0,0,0
379405299,04,2,40.7788,-74.715648,34027,"LEBENSFREUDE, LLC",80 ROUTE 24,,,CHESTER,NJ,7930,1,??,1,,N,,2,,11/27/2013,,0,0,1,0,0,0,0,0,0
379405299,01,7,40.781853,-74.714633,34027,"LEBENSFREUDE, LLC",80 STATE ROUTE 24,,,CHESTER,NJ,7930,1,??,1,,N,,2,,2/8/1999,,0,0,1,0,0,0,0,0,0
379652887,01,0,43.216179,-82.995649,26151,AUTUMN GOLD APTS C/O RED OAK MGMT,4411 AUTUMN GOLD STREET, , ,BROWN CITY,MI,48416,24,FA,0,,Y,11/22/2034,2,RED OAK MANAGEMENT,12/7/1984,5/15/2033,10,14,0,0,0,0,0,0,21
379803454,01,6,37.298013,-78.377685,51147,MEADOWS APTS LP,508 HYLAWN AVE,,,FARMVILLE,VA,23901,40,FA,0,,N,,2,"TM ASSOCIATES MANAGEMENT, INC",11/8/1989,,16,24,0,0,0,0,2,1,30
379955007,01,8,39.43528,-79.5399,54077,ALPINE VILLAGE APT C/O TM ASSOC. MGMT.,500 SHAFFER ST,P.O. BOX 33,,TERRA ALTA,WV,26764,44,FA,0,,Y,11/2/2033,2,"TM ASSOCIATES MANAGEMENT, INC",2/8/1985,11/2/2047,20,24,0,0,0,0,2,2,0
379973976,04,6,44.948035,-95.708086,27023,BURNSDALE APTS III,1418 BLACK OAK AVE,,,MONTEVIDEO,MN,56265,16,EL,0,,N,,2,VAN BINSBERGEN & ASSOC,4/29/1983,4/29/2003,15,1,0,0,0,0,0,2,12
379973976,06,2,44.787487,-95.350444,27129,NORTH VILLA APTS,212 1ST AVE,,,SACRED HEART,MN,56285,12,FA,0,,N,,2,VAN BINSBERGEN & ASSOC,4/12/1984,4/12/2004,12,0,0,0,0,0,0,0,7
379973976,03,4,44.94856,-95.708958,27023,BURNSDALE APTS II,1324 BLACK OAK AVE,,,MONTEVIDEO,MN,56265,16,EL,0,,N,,2,VAN BINSBERGEN & ASSOC,2/26/1982,9/27/2022,16,0,0,0,0,0,0,0,13
380112227,02,2,37.623589,-109.47626,49037,JUNIPER VILLAGE,120 E 100 S,,,BLANDING,UT,84511,12,EL,0,,N,,2,SELLERS MANAGEMENT & DEVELOPMENT,1/28/1982,12/29/2035,12,0,0,0,0,0,0,0,12
380113910,01,0,41.588765,-91.03136,19139,WILTON SUNSET HSG,1009 W 3RD ST,,,WILTON,IA,52778,16,EL,0,,N,,3,"FINANCIAL SERVICE GROUP, INC",11/3/1982,11/3/2002,16,0,0,0,0,0,0,0,14
380138083,02,2,43.439159,-71.482734,33001,BELMONT VILLAGE,31 CONCORD STREET, , ,BELMONT,NH,3220,30,FA,0,,N,,2,STERLING MGMT INC,9/26/1986,9/26/2006,14,16,0,0,0,0,2,1,27
380187590,01,4,36.704163,-121.670326,6053,JARDINES DE BORONDA,15087 CANARIO ST,,,SALINAS,CA,93907,15,FA,2,,N,,3,EDEN HOUSING MANAGEMENT INC,3/29/2005,3/29/2025,0,8,7,0,0,0,0,1,11
380286927,01,6,41.571809,-92.15884,19095,MILLER-SHAULL MANOR,851 FREMONT ST,,,MILLERSBURG,IA,52308,8,EL,0,,N,,3,"FINANCIAL SERVICE GROUP, INC",2/3/1981,12/8/2001,7,1,0,0,0,0,0,0,8
380376288,02,2,44.369322,-100.354039,46065,BRIDGEWAY II APTS,210 W PLEASANT DR,,,PIERRE,SD,57501,9,CG,0,,N,,3,"PROFESSIONAL MANAGEMENT, INC",5/30/1995,6/30/2024,1,0,0,0,0,0,1,1,8
380482910,01,8,42.082489,-83.693466,26115,MCCALLA GREENE LDHA C/O WODA MANAGEMENT,409 CANFIELD COURT, , ,MILAN,MI,48160,32,FA,0,,Y,12/16/2030,2,WODA MANAGEMENT AND REAL ESTATE,11/28/1990,12/16/2040,12,20,0,0,0,0,0,0,22
380561935,01,2,43.050812,-92.685272,19067,CEDAR CREST I,910 13TH STREET,,,CHARLES CITY,IA,50616,24,EL,0,,N,,2,KEYWAY MANAGEMENT COMPANY,4/1/1999,4/1/2049,24,0,0,0,0,0,2,6,21
380572754,02,8,39.427463,-77.809308,54037,LOWE GARDENS I LIMITED PARTNERSHIP,553 S CHURCH ST,,,SHEPHERDSTOWN,WV,25443,24,EL,0,,Y,12/31/2023,2,"TM ASSOCIATES MANAGEMENT, INC",12/20/1984,11/14/2042,24,0,0,0,0,0,3,0,0
380587784,01,4,33.843195,-81.788025,45037,HAZELWOOD MANOR APT,1202 CALHOUN STRET, , ,JOHNSTON,SC,29832,24,EL,0,,Y,12/10/2029,2,"CAHEC MANAGEMENT, INC",10/26/1994,12/10/2034,24,0,0,0,0,0,0,0,19
380605180,01,8,35.073692,-77.032013,37049,LANDMARK APARTMENTS,1600 LANDMARK CIRCLE,,,NEW BERN,NC,28562,32,FA,0,1,N,,2,"WYNNEFIELD PROPERTIES, INC",8/21/1987,10/10/2027,8,24,0,0,0,0,2,9,27
380708179,01,1,34.28374,-81.602311,45071,HERITAGE SQ TWNHSES,2604 MYRTLE DRIVE,,,NEWBERRY,SC,29108,52,FA,0,1,Y,12/31/2023,2,"CAHEC MANAGEMENT, INC",7/27/1983,10/23/2037,10,26,16,0,0,0,0,1,30
380922790,01,6,41.197036,-87.194444,18073,PINES APARTMENTS OF DEMOTTE,621 CARNATION STREET SE, , ,DEMOTTE,IN,46310,24,FA,0,,N,,2,RJ  WELLS MGMT CORP,8/13/1985,8/13/2005,12,12,0,0,0,0,0,0,15
380931025,01,0,44.782834,-94.985771,27129,ERICKSON MEADOWVIEW,701 N 7TH ST,,,OLIVIA,MN,56277,16,FA,0,,N,,2,VAN BINSBERGEN & ASSOC,8/20/1982,8/20/2002,10,6,0,0,0,0,0,2,10
380975710,01,6,31.47795,-82.847874,13069,JT DEERFIELD LP,114 PINECREST DR,,,DOUGLAS,GA,31535,76,FA,0,,Y,5/21/2024,2,TISHCO PROPERTIES LLC,11/28/1990,5/21/2033,34,42,0,0,0,0,4,3,60
381001321,01,7,40.08147,-80.816299,39013,BELMONT HEIGHTS,68295 BLAINE CHERMONT ROAD, , ,BRIDGEPORT,OH,43912,48,FA,0,1,Y,11/30/2024,2,BELMONT PROPERTIES INC,12/27/1974,4/30/2015,28,20,0,0,0,0,0,1,34
381115626,01,6,38.716125,-89.76957,17119,WESTGLEN APTS,215 JACOB STREET,,,ST. JACOB,IL,62281,12,FA,0,,N,,2,TERRA PROPERTIES INC,8/22/1980,8/22/2030,6,6,0,0,0,0,0,1,11
381179589,03,0,40.782755,-74.590683,34027,HERITAGE MANOR MENDHAM AREA SR HSG,1 HERITAGE MANOR DR,,,MENDHAM,NJ,7945,40,EL,0,,N,,3,MENDHAM AREA SENIOR HOUSING CORP,2/1/1980,5/1/2013,40,0,0,0,0,0,0,2,36
381212585,01,1,39.708191,-91.413505,29127,HANNIBAL APARTMENTS,202 CENTERVILLE RD, , ,HANNIBAL,MO,63401,72,FA,0,,Y,12/30/2035,2,NORTH EAST COMM ACTION CORP,6/23/1987,11/25/2028,16,56,0,0,0,0,4,8,60
381437076,02,2,36.404614,-79.969022,37157,OAKWOOD MANOR I APARTMENTS,100 WHITBECK DR,,,MAYODAN,NC,27027,100,FA,0,1,Y,5/1/2028,2,"PENDERGRAPH MANAGEMENT, LLC",6/14/1984,5/1/2043,32,60,8,0,0,0,0,3,89
381579584,01,7,39.603088,-119.24099,32019,FERNWOOD MEADOW,625 SILVERLACE BLVD,,,FERNLEY,NV,89408,28,EL,0,,Y,11/2/2027,2,WESTSTATES PROP MGMT CO,2/26/1990,11/2/2027,28,0,0,0,0,0,0,1,27
381655137,02,4,43.801125,-89.310364,55077,UMOS-MONTELLO CNTR,N2912 HWY 22 S, , ,MONTELLO,WI,53949,8,FA,2,,N,,3,UNITED MIGRANT OPPORTUNITY SVC I,4/18/1997,4/18/2017,0,0,8,0,0,0,0,8,8
381655137,06,8,43.444897,-88.853462,55027,UMOS FARM LABOR APT,1018 MADISON STREET,,,BEAVER DAM,WI,53916,28,FA,2,,N,,3,UNITED MIGRANT OPPORTUNITY SVC I,12/16/1987,,0,24,4,0,0,0,1,4,24
381655137,04,8,44.022478,-93.033834,27039,CLAREMONT CENTER,10603 640TH ST,,,CLAREMONT,MN,55924,18,FA,2,,N,,3,UNITED MIGRANT OPPORTUNITY SVC I,6/28/2002,6/28/2022,0,12,6,0,0,0,1,18,17
381655137,01,2,44.037783,-88.931557,55137,UMOS-AURORA CENTER,N1606 COUNTY ROAD  XX, , ,BERLIN,WI,54923,27,FA,2,,N,,3,UNITED MIGRANT OPPORTUNITY SVC I,8/23/1994,7/29/2014,0,22,5,0,0,0,0,27,27
381824971,01,0,35.28707,-91.353595,5147,AUGUSTA SQUARE APTS,1301 SPRUCE ST,,,AUGUSTA,AR,72006,24,FA,0,,Y,11/29/2021,2,PHILLIPS DEV CORP,9/1/1985,11/29/2027,16,8,0,0,0,0,1,4,17
381905912,02,8,40.08014,-83.553526,39021,PLEASANTVIEW APTS,300 PLEASANTVIEW DR.,,,MECHANICSBURG,OH,43044,40,FA,0,,Y,7/30/2034,2,RLJ MANAGEMENT COMPANY INC,9/13/1973,11/26/2022,16,24,0,0,0,0,2,3,25
381911276,01,4,40.21616,-94.546675,29075,FRIENDLY HEIGHTS APARTMENTS INC,301 N WALNUT ST,,,STANBERRY,MO,64489,20,EL,0,,N,,3,VAN BINSBERGEN & ASSOC,5/12/1971,2/1/2026,20,0,0,0,0,0,0,3,12
381925944,01,4,39.113848,-93.215707,29195,WESTPORT VILLAGE,911 S. APACHE DRIVE, , ,MARSHALL,MO,65340,24,EL,0,,Y,8/15/1949,2,"HRM SERVICES, LLC",12/30/1988,8/14/2049,24,0,0,0,0,0,1,1,18
381957068,01,6,37.821709,-90.543816,29187,ST FRANCOIS HEIGHTS,1100 ST JOE DRIVE,,,PARK HILLS,MO,63601,44,FA,0,,N,,2,MACO MANAGEMENT CO INC,12/11/1979,,36,8,0,0,0,0,1,1,0
